ZZ_APP_ID,ZZ_CIN_ID,ZZ_ACCT_ID,applic_date,transaction_type,transaction_amount,transaction_narrative,PrimaryCategoryDescription,SubCategoryDescription,VendorDescription,RecurrenceEventId,RecurrenceType,merchant_MCC,TRANSACTION_DATE,trans_id_app,Segment,ZZ_JOINT,CIN_M_OR_J,appsubject,cancelled_transaction,trans_id_cin,card_type,Deb_Cred_Flag,Transaction_Description2,MCC_1,MCC_Plus,MCC_AS,MCC_Label,PrimaryCategory_MCC_AS,SubCategory_MCC_AS,Enhance_PrimaryCategory,Enhance_SubCategory
10195,100028,10011530,28/11/2016,D/D,-69.99,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,17/05/2016,10195|000842,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,DPC,250,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,17995492,FirstDayOfType,,10/12/2015,10195|000418,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-6.99,LOVEFiLM By Post amazon.co.uk,Utilities,"Internet, TV and Phone",Lovefilm,17995505,Monthly,5968,12/08/2016,10195|001073,Segment2_MTG,1,M,1,,,,Debit,LOVEFILM BY POST AMAZON.CO.UK,5968,Personal Services / Miscellaneous,Services|,DIRECT MARKETING – CONTINUITY/SUBSCRIPTION MERCHANT,Services,,Utilities,"Internet, TV and Phone"
10195,100028,10011530,28/11/2016,BAC,70.77,MYREWARDS,Interest,,LOYALTY REWARD,,,,10/05/2016,10195|000822,Segment2_MTG,1,M,1,,,,Credit,MYREWARDS,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Interest,
10195,100028,10011530,28/11/2016,DPC,-50,CALL REF.NO. 0416,Transfers / Other,Bank Transfer,,,,,16/05/2016,10195|000838,Segment2_MTG,1,M,1,,,,Debit,CALL REF.NO. 0416,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-8.81,AMAZON UK MARKETPLACE,Amazon All,Amazon,Marketplace,,,5942,25/05/2016,10195|000854,Segment2_MTG,1,M,1,,,,Debit,AMAZON UK MARKETPLACE,5942,Entertainment,"Books, Newspapers and Magazines|General Books",BOOK STORES,"Books, Newspapers and Magazines",General Books,Amazon All,Amazon
10195,100028,10011530,28/11/2016,POS -,-8.98,Amazon *Mktplce EU-UK Slough,Amazon All,Amazon,Marketplace,17995526,SecondDayOfType,5942,09/12/2015,10195|000414,Segment2_MTG,1,M,1,,,,Debit,AMAZON *MKTPLCE EU-UK SLOUGH,5942,Entertainment,"Books, Newspapers and Magazines|General Books",BOOK STORES,"Books, Newspapers and Magazines",General Books,Amazon All,Amazon
10195,100028,10011530,28/11/2016,POS -,-1,SAINSBURYS PEPPER HILL GRAVESEND,Shopping (Household Essentials),General Groceries,Sainsbury's,,,5542,14/12/2015,10195|000430,Segment2_MTG,1,M,1,,,,Debit,SAINSBURYS PEPPER HILL GRAVESEND,5542,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Fuel,AUTOMATED FUEL DISPENSERS,Commuting and travel,Fuel,Shopping (Household Essentials),General Groceries
10195,100028,10011530,28/11/2016,POS -,-36.8,EBBSFLEET INT STATION DARTFORD,Misc Card Spend,,,,,7523,18/12/2015,10195|000446,Segment2_MTG,1,M,1,,,,Debit,EBBSFLEET INT STATION DARTFORD,7523,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Car Parking,AUTOMOBILE PARKING LOTS AND GARAGES,Commuting and travel,Car Parking,Commuting and travel,Car Parking
10195,100028,10011530,28/11/2016,POS -,-41.03,BP NORTH END S/SERVE EAST GRINSTEA,Commuting and travel,Fuel,BP,,,5541,24/12/2015,10195|000462,Segment2_MTG,1,M,1,,,,Debit,BP NORTH END S/SERVE EAST GRINSTEA,5541,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Fuel,SERVICE STATIONS ( WITH OR WITHOUT ANCILLARY SERVICES),Commuting and travel,Fuel,Commuting and travel,Fuel
10195,100028,10011530,28/11/2016,BAC,14760,CITYNET INSURANCE,Insurance,,,,,,24/03/2016,10195|000697,Segment2_MTG,1,M,1,,,,Credit,CITYNET INSURANCE,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Insurance,
10195,100028,10011530,28/11/2016,S/O,-2400,JOINT ACCOUNT,Misc Regular Payments,,,17995516,Monthly,,29/03/2016,10195|000713,Segment2_MTG,1,M,1,,,,Debit,JOINT ACCOUNT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Misc Regular Payments,
10195,100028,10011530,28/11/2016,D/D,-255.73,NW MASTERCARD,Financial Services,Credit Cards,Nat West Bank,17995510,Monthly,,11/12/2015,10195|000422,Segment2_MTG,1,M,1,,,,Debit,NW MASTERCARD,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Financial Services,Credit Cards
10195,100028,10011530,28/11/2016,D/D,-4.49,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,16/12/2015,10195|000438,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,POS -,-61.4,MARKS & SPENCER BLUEWATER,Shopping (Fashion),General Fashion,Marks and Spencer,,,5411,22/12/2015,10195|000454,Segment2_MTG,1,M,1,,,,Debit,MARKS & SPENCER BLUEWATER,5411,Grocery Stores and Supermarkets,Shopping (Household Essentials)|General Groceries,GROCERY STORES,Shopping (Household Essentials),General Groceries,Shopping (Fashion),General Fashion
10195,100028,10011530,28/11/2016,DPC,650,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,29/03/2016,10195|000705,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,D/D,-15.75,DVLA-GV09VJG,Automotive,Road Tax,DVLA,17995487,FirstWorkingDay,,01/04/2016,10195|000721,Segment2_MTG,1,M,1,,,,Debit,DVLA-GV09VJG,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Automotive,Road Tax
10195,100028,10011530,28/11/2016,POS -,-31,DISNEY STORE BLUEWATER BLUEWATER,Shopping (Discretionary),Toy Stores,Disney Store,,,5947,08/04/2016,10195|000737,Segment2_MTG,1,M,1,,,,Debit,DISNEY STORE BLUEWATER BLUEWATER,5947,Grocery Stores and Supermarkets,Shopping (Household Essentials)|Gifts Flowers and Parties,"CARD SHOPS, GIFT, NOVELTY, AND SOUVENIR SHOPS",Shopping (Household Essentials),Gifts Flowers and Parties,Shopping (Discretionary),Toy Stores
10195,100028,10011530,28/11/2016,CHG TO,-28,21APR A/C 46145370,Bank Charges and Returns,Account Charges,,17995496,Monthly,,12/05/2016,10195|000830,Segment2_MTG,1,M,1,,,,Debit,21APR A/C 46145370,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Bank Charges and Returns,Account Charges
10195,100028,10011530,28/11/2016,D/D,-12.99,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,15/12/2015,10195|000434,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,POS -,-9.2,EBBSFLEET INT STATION DARTFORD,Misc Card Spend,,,,,7523,21/12/2015,10195|000450,Segment2_MTG,1,M,1,,,,Debit,EBBSFLEET INT STATION DARTFORD,7523,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Car Parking,AUTOMOBILE PARKING LOTS AND GARAGES,Commuting and travel,Car Parking,Commuting and travel,Car Parking
10195,100028,10011530,28/11/2016,POS -,-8.48,ITUNES.COM/BILL ITUNES.COM,Shopping (Discretionary),Music and Downloads,Itunes,,,5735,26/03/2016,10195|000701,Segment2_MTG,1,M,1,,,,Debit,ITUNES.COM/BILL ITUNES.COM,5735,Entertainment,Shopping (Discretionary)|Music and Downloads,RECORD SHOPS,Shopping (Discretionary),Music and Downloads,Shopping (Discretionary),Music and Downloads
10195,100028,10011530,28/11/2016,POS -,-11.98,Amazon UK Retail AMAZON.CO.UK,Amazon All,Amazon,Amazon Retail,,,5969,31/03/2016,10195|000717,Segment2_MTG,1,M,1,,,,Debit,AMAZON UK RETAIL AMAZON.CO.UK,5969,Shopping Home Products,Services|,DIRECT MARKETING – NOT ELSEWHERE CLASSIFIED,Services,,Amazon All,Amazon
10195,100028,10011530,28/11/2016,C/L  4,-100,BARCLAYS BNK 07APR,Cash Machine,,,,,,07/04/2016,10195|000733,Segment2_MTG,1,M,1,,,,Debit,BARCLAYS BNK 07APR,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,POS -,-60,BRITISH GAS LONDON,Utilities,Energy Providers,British Gas,,,5722,12/05/2016,10195|000826,Segment2_MTG,1,M,1,,,,Debit,BRITISH GAS LONDON,5722,Shopping Home Products,Shopping (Home)|Household Appliances,HOUSEHOLD APPLIANCE STORES,Shopping (Home),Household Appliances,Utilities,Energy Providers
10195,100028,10011530,28/11/2016,POS -,-51.1,DIVIZIA GRAVESEND,Misc Card Spend,,,,,5813,27/12/2015,10195|000466,Segment2_MTG,1,M,1,,,,Debit,DIVIZIA GRAVESEND,5813,Eating and Drinking Out,Restaurants and takeaway|Pubs and Bars,"DRINKING PLACES (ALCOHOLIC BEVERAGES), BARS, TAVERNS, COCKTAIL LOUNGES, NIGHTCLUBS AND DISCOTHEQUES",Restaurants and takeaway,Pubs and Bars,Restaurants and takeaway,Pubs and Bars
10195,100028,10011530,28/11/2016,D/D,-10.97,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,16/12/2015,10195|000442,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,POS -,-9.2,EBBSFLEET INT STATION DARTFORD,Misc Card Spend,,,,,7523,23/12/2015,10195|000458,Segment2_MTG,1,M,1,,,,Debit,EBBSFLEET INT STATION DARTFORD,7523,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Car Parking,AUTOMOBILE PARKING LOTS AND GARAGES,Commuting and travel,Car Parking,Commuting and travel,Car Parking
10195,100028,10011530,28/11/2016,DPC,115,REASON J E H  CD,Transfers / Other,,,,,,29/03/2016,10195|000709,Segment2_MTG,1,M,1,,,,Credit,REASON J E H  CD,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,
10195,100028,10011530,28/11/2016,POS -,-30.01,SHELL LONGFIELD LONGFIELD,Commuting and travel,Fuel,Shell,,,5541,03/04/2016,10195|000725,Segment2_MTG,1,M,1,,,,Debit,SHELL LONGFIELD LONGFIELD,5541,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Fuel,SERVICE STATIONS ( WITH OR WITHOUT ANCILLARY SERVICES),Commuting and travel,Fuel,Commuting and travel,Fuel
10195,100028,10011530,28/11/2016,POS -,-40.83,Shell Chalk Gravesend,Commuting and travel,Fuel,Shell,17995495,SecondDayOfType,5541,14/05/2016,10195|000834,Segment2_MTG,1,M,1,,,,Debit,SHELL CHALK GRAVESEND,5541,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Fuel,SERVICE STATIONS ( WITH OR WITHOUT ANCILLARY SERVICES),Commuting and travel,Fuel,Commuting and travel,Fuel
10195,100028,10011530,28/11/2016,POS -,-51.13,EE & T-MOBILE HATFIELD,Utilities,Mobile Phone Contracts,T-Mobile,,,4814,09/04/2016,10195|000741,Segment2_MTG,1,M,1,,,,Debit,EE & T-MOBILE HATFIELD,4814,Broadband / TV / Mobile,"Utilities|Internet, TV and Phone",FAX SERVICES,Utilities,"Internet, TV and Phone",Utilities,Mobile Phone Contracts
10195,100028,10011530,28/11/2016,POS -,-50,WWW.GATWICKAIRPORT.COM INTERNET,Flights and Holidays,Airport Spending,,,,7523,15/04/2016,10195|000757,Segment2_MTG,1,M,1,,,,Debit,WWW.GATWICKAIRPORT.COM INTERNET,7523,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Car Parking,AUTOMOBILE PARKING LOTS AND GARAGES,Commuting and travel,Car Parking,Flights and Holidays,Airport Spending
10195,100028,10011530,28/11/2016,C/L  4,-50,NATWEST      04APR,Cash Machine,,,,,,04/04/2016,10195|000729,Segment2_MTG,1,M,1,,,,Debit,NATWEST      04APR,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,C/L  4,-100,LLOYDS BANK  15APR,Cash Machine,,,,,,18/04/2016,10195|000761,Segment2_MTG,1,M,1,,,,Debit,LLOYDS BANK  15APR,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,D/D,-206.5,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,31/12/2015,10195|000478,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,POS -,-60,SKY BETTING AND GAMING LEEDS,Gambling and Betting,"Internet, TV and Phone",Sky,,,7995,25/04/2016,10195|000777,Segment2_MTG,1,M,1,,,,Debit,SKY BETTING AND GAMING LEEDS,7995,Lottery Tickets and Gambling,Gambling and Betting|,"BETTING (INCLUDING LOTTERY TICKETS, CASINO GAMING CHIPS, OFF-TRACK BETTING AND WAGERS)",Gambling and Betting,,Gambling and Betting,"Internet, TV and Phone"
10195,100028,10011530,28/11/2016,C/L  4,-300,BARCLAYS BNK 26APR,Cash Machine,,,,,,26/04/2016,10195|000793,Segment2_MTG,1,M,1,,,,Debit,BARCLAYS BNK 26APR,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,POS -,-20,SKY BETTING AND GAMING LEEDS,Gambling and Betting,"Internet, TV and Phone",Sky,17995483,FortNightly,7995,04/05/2016,10195|000809,Segment2_MTG,1,M,1,,,,Debit,SKY BETTING AND GAMING LEEDS,7995,Lottery Tickets and Gambling,Gambling and Betting|,"BETTING (INCLUDING LOTTERY TICKETS, CASINO GAMING CHIPS, OFF-TRACK BETTING AND WAGERS)",Gambling and Betting,,Gambling and Betting,"Internet, TV and Phone"
10195,100028,10011530,28/11/2016,DPC,-79,MICKEY FOOTBALL,Transfers / Other,Bank Transfer,,,,,03/08/2016,10195|001050,Segment2_MTG,1,M,1,,,,Debit,MICKEY FOOTBALL,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,D/D,-26.94,DIRECT LINE INS,Insurance,General Insurance,Direct Line,17995500,Monthly,,29/12/2015,10195|000470,Segment2_MTG,1,M,1,,,,Debit,DIRECT LINE INS,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Insurance,General Insurance
10195,100028,10011530,28/11/2016,D/D,-71.98,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,04/01/2016,10195|000486,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,POS -,-14.99,"CREDITEXPERT.CO.UK NOTTINGHAM,NO",Services,Budgeting and Credit Reporting Services,Credit Expert,17995515,Monthly,5969,21/04/2016,10195|000769,Segment2_MTG,1,M,1,,,,Debit,"CREDITEXPERT.CO.UK NOTTINGHAM,NO",5969,Shopping Home Products,Services|,DIRECT MARKETING – NOT ELSEWHERE CLASSIFIED,Services,,Services,Budgeting and Credit Reporting Services
10195,100028,10011530,28/11/2016,BAC,70,MORROW JAMES,Transfers / Other,,,,,,25/04/2016,10195|000785,Segment2_MTG,1,M,1,,,,Credit,MORROW JAMES,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,
10195,100028,10011530,28/11/2016,POS -,-26.7,Hungryhouse Ltd London W1H 1D,Restaurants and takeaway,Take Away,Hungry House,,,5812,01/05/2016,10195|000801,Segment2_MTG,1,M,1,,,,Debit,HUNGRYHOUSE LTD LONDON W1H 1D,5812,Eating and Drinking Out,"Restaurants and takeaway|Restaurants, Cafes and Bistros",EATING PLACES AND RESTAURANTS,Restaurants and takeaway,"Restaurants, Cafes and Bistros",Restaurants and takeaway,Take Away
10195,100028,10011530,28/11/2016,POS -,-9.3,EBBSFLEET INT STATION DARTFORD,Misc Card Spend,,,,,7523,01/08/2016,10195|001042,Segment2_MTG,1,M,1,,,,Debit,EBBSFLEET INT STATION DARTFORD,7523,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Car Parking,AUTOMOBILE PARKING LOTS AND GARAGES,Commuting and travel,Car Parking,Commuting and travel,Car Parking
10195,100028,10011530,28/11/2016,C/L  4,-100,HSBC         05AUG,Cash Machine,,,,,,08/08/2016,10195|001058,Segment2_MTG,1,M,1,,,,Debit,HSBC         05AUG,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,D/D,-7.49,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,17995481,Monthly,,12/08/2016,10195|001074,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,D/D,-5.99,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,17995481,Monthly,,13/04/2016,10195|000753,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,POS -,-4.99,ITUNES.COM/BILL ITUNES.COM,Shopping (Discretionary),Music and Downloads,Itunes,17995503,Monthly,5735,04/01/2016,10195|000482,Segment2_MTG,1,M,1,,,,Debit,ITUNES.COM/BILL ITUNES.COM,5735,Entertainment,Shopping (Discretionary)|Music and Downloads,RECORD SHOPS,Shopping (Discretionary),Music and Downloads,Shopping (Discretionary),Music and Downloads
10195,100028,10011530,28/11/2016,POS -,-4.49,ITUNES.COM/BILL ITUNES.COM,Shopping (Discretionary),Music and Downloads,Itunes,,,5735,20/04/2016,10195|000765,Segment2_MTG,1,M,1,,,,Debit,ITUNES.COM/BILL ITUNES.COM,5735,Entertainment,Shopping (Discretionary)|Music and Downloads,RECORD SHOPS,Shopping (Discretionary),Music and Downloads,Shopping (Discretionary),Music and Downloads
10195,100028,10011530,28/11/2016,DPC,-17.58,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,25/04/2016,10195|000781,Segment2_MTG,1,M,1,,,,Debit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-46.81,LEGO DISNEYLAND CHESSY,Shopping (Discretionary),Toy Stores,Lego Shop,,,5200,29/04/2016,10195|000797,Segment2_MTG,1,M,1,,,,Debit,LEGO DISNEYLAND CHESSY,5200,Shopping Home Products,Shopping (Home)|Home Improvements,HOME SUPPLY WAREHOUSE STORES,Shopping (Home),Home Improvements,Shopping (Discretionary),Toy Stores
10195,100028,10011530,28/11/2016,POS -,-160,TOMMY HILFIGER,Shopping (Fashion),General Fashion,Tommy Hilfiger,,,5691,06/08/2016,10195|001054,Segment2_MTG,1,M,1,,,,Debit,TOMMY HILFIGER,5691,Clothing and Retail,Shopping (Fashion)|General Fashion,MEN’S AND WOMEN’S CLOTHING STORES,Shopping (Fashion),General Fashion,Shopping (Fashion),General Fashion
10195,100028,10011530,28/11/2016,DPC,-8.58,ACC-NWESTPLAT,Financial Services,Credit Cards,Natwest CCard,,,,11/08/2016,10195|001070,Segment2_MTG,1,M,1,,,,Debit,ACC-NWESTPLAT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Financial Services,Credit Cards
10195,100028,10011530,28/11/2016,POS -,-6.99,LOVEFiLM By Post amazon.co.uk,Utilities,"Internet, TV and Phone",Lovefilm,17995505,Monthly,5968,12/04/2016,10195|000749,Segment2_MTG,1,M,1,,,,Debit,LOVEFILM BY POST AMAZON.CO.UK,5968,Personal Services / Miscellaneous,Services|,DIRECT MARKETING – CONTINUITY/SUBSCRIPTION MERCHANT,Services,,Utilities,"Internet, TV and Phone"
10195,100028,10011530,28/11/2016,C/L  4,-40,BMACH        27DEC,Cash Machine,,,17995522,Monthly,,29/12/2015,10195|000474,Segment2_MTG,1,M,1,,,,Debit,BMACH        27DEC,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,DPC,1000,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,22/04/2016,10195|000773,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,S/O,-2400,JOINT ACCOUNT,Misc Regular Payments,,,17995516,Monthly,,26/04/2016,10195|000789,Segment2_MTG,1,M,1,,,,Debit,JOINT ACCOUNT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Misc Regular Payments,
10195,100028,10011530,28/11/2016,C/L  4,-100,BARCLAYS BNK 02MAY,Cash Machine,,,17995491,FirstDayOfType,,03/05/2016,10195|000805,Segment2_MTG,1,M,1,,,,Debit,BARCLAYS BNK 02MAY,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,C/L  4,-100,HSBC         02AUG,Cash Machine,,,17995508,FortNightly,,02/08/2016,10195|001046,Segment2_MTG,1,M,1,,,,Debit,HSBC         02AUG,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Cash Machine,
10195,100028,10011530,28/11/2016,POS -,-5.2,EBBSFLEET INT STATION DARTFORD,Misc Card Spend,,,,,7523,09/08/2016,10195|001062,Segment2_MTG,1,M,1,,,,Debit,EBBSFLEET INT STATION DARTFORD,7523,"Parking, Toll Taxes and Fuel Expenses",Commuting and travel|Car Parking,AUTOMOBILE PARKING LOTS AND GARAGES,Commuting and travel,Car Parking,Commuting and travel,Car Parking
10195,100028,10011530,28/11/2016,POS -,-35.21,AMAZON UK MARKETPLACE,Amazon All,Amazon,Marketplace,,,5942,15/08/2016,10195|001078,Segment2_MTG,1,M,1,,,,Debit,AMAZON UK MARKETPLACE,5942,Entertainment,"Books, Newspapers and Magazines|General Books",BOOK STORES,"Books, Newspapers and Magazines",General Books,Amazon All,Amazon
10195,100028,10011530,28/11/2016,D/D,-48,PAYPAL PAYMENT,Shopping (Discretionary),E-Commerce Payment System,Paypal,,,,08/01/2016,10195|000490,Segment2_MTG,1,M,1,,,,Debit,PAYPAL PAYMENT,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Shopping (Discretionary),E-Commerce Payment System
10195,100028,10011530,28/11/2016,DPC,-5,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,11/08/2016,10195|001066,Segment2_MTG,1,M,1,,,,Debit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,CHG,-6,ARRANGED OD USAGE,Bank Charges and Returns,Account Charges,,17995521,Monthly,,11/04/2016,10195|000745,Segment2_MTG,1,M,1,,,,Debit,ARRANGED OD USAGE,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Bank Charges and Returns,Account Charges
10195,100028,10011530,28/11/2016,DPC,120,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,16/08/2016,10195|001082,Segment2_MTG,1,M,1,,,,Credit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-25,SNAPPY SNAPS,Misc Card Spend,,,,,7395,09/01/2016,10195|000494,Segment2_MTG,1,M,1,,,,Debit,SNAPPY SNAPS,7395,"Stationery, Printing and Photo Services",Shopping (Discretionary)|Cameras and Photography,"PHOTOFINISHING LABORATORIES, PHOTO DEVELOPING",Shopping (Discretionary),Cameras and Photography,Shopping (Discretionary),Cameras and Photography
10195,100028,10011530,28/11/2016,POS -,-160,JEFFERY-WEST RETAIL LT LONDON,Misc Card Spend,,,,,5661,18/01/2016,10195|000510,Segment2_MTG,1,M,1,,,,Debit,JEFFERY-WEST RETAIL LT LONDON,5661,Clothing and Retail,Shopping (Fashion)|Footwear,SHOE STORES,Shopping (Fashion),Footwear,Shopping (Fashion),Footwear
10195,100028,10011530,28/11/2016,DPC,-20,CALL REF.NO. 0000,Transfers / Other,Bank Transfer,,,,,25/01/2016,10195|000526,Segment2_MTG,1,M,1,,,,Debit,CALL REF.NO. 0000,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,Bank Transfer
10195,100028,10011530,28/11/2016,POS -,-24.53,PAPERCHASE FENCHURCH,Shopping (Discretionary),Stationery,PaperChase,,,5947,26/01/2016,10195|000530,Segment2_MTG,1,M,1,,,,Debit,PAPERCHASE FENCHURCH,5947,Grocery Stores and Supermarkets,Shopping (Household Essentials)|Gifts Flowers and Parties,"CARD SHOPS, GIFT, NOVELTY, AND SOUVENIR SHOPS",Shopping (Household Essentials),Gifts Flowers and Parties,Shopping (Discretionary),Stationery
10195,100028,10011530,28/11/2016,D/D,-15.75,DVLA-GV09VJG,Automotive,Road Tax,DVLA,17995487,FirstWorkingDay,,01/02/2016,10195|000546,Segment2_MTG,1,M,1,,,,Debit,DVLA-GV09VJG,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Automotive,Road Tax
10195,100028,10011530,28/11/2016,BAC,96.29,MYREWARDS,Interest,,LOYALTY REWARD,,,,12/01/2016,10195|000502,Segment2_MTG,1,M,1,,,,Credit,MYREWARDS,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Interest,
10195,100028,10011530,28/11/2016,POS -,-14.99,"CREDITEXPERT.CO.UK NOTTINGHAM,NO",Services,Budgeting and Credit Reporting Services,Credit Expert,17995515,Monthly,5969,21/01/2016,10195|000518,Segment2_MTG,1,M,1,,,,Debit,"CREDITEXPERT.CO.UK NOTTINGHAM,NO",5969,Shopping Home Products,Services|,DIRECT MARKETING – NOT ELSEWHERE CLASSIFIED,Services,,Services,Budgeting and Credit Reporting Services
10195,100028,10011530,28/11/2016,DPC,36,REASON J E H  CD,Transfers / Other,,,,,,29/01/2016,10195|000538,Segment2_MTG,1,M,1,,,,Credit,REASON J E H  CD,,Uncategorized MCC code,Unavailable MCC code,,Unavailable MCC code,,Transfers / Other,
